text,label,label_name
"the borders of the jewish state as drawn by the u.n. included the areas which contained mostly jews,  that's what the surveys and the numerous commitees where after when they visited here.   i never touched an arab during my army service and never voted for anyone more right than the green party.  will i be spared by these ""humanist standards""? (or will anyone stop to consider this before sloughtering me?)  i doubt it.  and not only because of the past record of murdering helpless women and children since the turn of the century up to these days.",17,talk.politics.mideast
for sale  pc tools version 7.1  all original disks and manuals included.  $50 or best offer  please send replies to gt7187c@prism.gatech.edu,6,misc.forsale
"xlyx@vax5.cit.cornell.edu (mike terry) asks:  ak296@yfn.ysu.edu (john r. daker) replies:  ugh!  who gave you guys your login names?  blech  |^p  john obviously never saw me ride a buddy's cx500, known as ""torque monster."" i could pull the most beautiful skyshots with that bike!  unfortunately, the owner saw me do one.  once.  i never get to ride tm again...  ;^(  mr. bill",8,rec.motorcycles
"confident, or merely crazed?  that desert sun :-)    gee, i thought the x-15 was cable controlled.  didn't one of them have a total electrical failure in flight?  was there machanical backup systems?   what do you mean?  overstress the wings,  and they fail at teh joints?  you'll have to enlighten us in the hinterlands.",14,sci.space
"to the best of my knowledge there aren't any problems with quadras and blind transfers.  trouble with blind transfers usually means the programmer screwed up the tibs or didn't test their driver with the device in question. well designed tibs poll or loop at every point where delays of >16µsec occur. this usually occurs at the first byte of each block of a transfer but some devices can ""hiccup"" in the middle of blocks.  if this happens in the middle of a blind transfer there is the possibility of losing or gaining a byte depending on which direction the tranfer was going.  in anycase the scsi manager will eventually return a phase error at the end of the transaction because it is out of sync.  actual data loss would only occur if the driver didn't pay attention to the errors coming back.  note that this effect is not caused by anything actually on the scsi bus but rather by the transfer loops inside the scsi manager.  the problem occurs when the processor bus errors trying to access the scsi chip when the next byte hasn't been clocked yet.  also note that the bus error is dealt with by a bus error handler and doesn't crash the machine...",4,comp.sys.mac.hardware
"sorry, gotta disagree with you on this one maddi (not the   resemblence to bill.  the nickname).    i prefer ""half"" bake'd timmons  /\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\   bob beauchaine bobbe@vice.ico.tek.com   they said that queens could stay, they blew the bronx away, and sank manhattan out at sea.",0,alt.atheism
"i built a little project using the radio shack 5vdc relays to switch audio.  i got pretty bad 'clicks' when the thing switched.  i was doing most of the common things one is supposed to do when using relays and nothing seemed to get rid of the clicks.   my question is:  	is there a good relay/relay circuit that i can use for switching audio, so that there will be *no* noise of any kind on the audio lines.   i will appreciate any advice or references to advice.  also, exact part numbers/company names etc. for the relays will help!  thanks!",12,sci.electronics
"if you were to start your own religion, this would be fine.  but there is no scriptural basis for your statement, in fact it really gets to the heart of the problem.  you think you know more than scripture. your faith is driven by feel goodism and not by the word of god.  just because they are nice people doesn't make it right.  you can start all the churches you want and it won't change the fact that it is wrong. that is not to imply that gays don't deserve the same love and forgiveness that anyone else does.  but to call their behavior right just because they are nice people is baseless, and it offers satan a perfect place to work because there is no check on what he is doing.",15,soc.religion.christian
"no....hal mcrae is the worst manager in baseball.  i've never seen a guy who can waste talent like he can.  one of the best raw-talent staffs in the league, and he's still finding a way to lose.  i'll be surprised if he makes it through the next 2 weeks, unless drastic improvement is made.",9,rec.sport.baseball
"i am sure you didn't miss the implication that we could have another richard nixon type president in the future (perhaps not too distant future, acutally).  with that in mind, then i take it you also would not object to the gov coming up with a decision (not proposal - just like clinton cripple is a decision, not a proposal) sprung on us to start placing video cameras with sound in every room of your house, which could be activated without your knowlege.  they would be well concealed so you wouldn't know the location, to prevent you from covering the lens opening.  after all, nothing you're doing would be of the slightest interest to a government official, right?  so, you surely should not object to such a proposal...  not the best anology, but the principle is pretty close - the ability to eavesdrop on your activity with little or no effort, without your knowlege, protected by entirely by ""government safeguards"".  you can still draw your curtains, so you can still have your privacy from everyone else (except big brother)!!  after all we need this for protection from drug dealers and terrorists and other criminals (like 'enemies of the state')... and you don't really have a right to ""unbreakable"" privacy anyway, sort of as the press release of the clinton cripple decision puts it...  i find it curious they use the word ""unbreakable"" when the term really should be ""difficult to break without proper authorization"" (which the government most certainly has at their disposal, right?  they wouldn't want to be able to break it illegally, would they?)...  nawww, not ""for the people"" clinton....  can you, while my mind is on it, give us one good reason that the algorithm should be a secret algorithm, unless this encryption scheme either is a joke, or contains features like a 'master key' or other back door for unauthorized eavesdropping? if it was really even moderately secure, and the government really meant to require the proper court order and the keys that are in the escrow accounts to be able to decipher the traffic, what is the need to keep the algorithm secret?  seems i hear rather often that if an encryption scheme requires the algorithm to remain a secret to be effective, it is not a worthwhile scheme... is this just idle talk, or is the administration bullshitting everyone?  with great skepticism, and many doubts on our administrations intentions...  and wait!! we haven't been told the next gem the administration has in mind for e-mail and datafile security.  the press release does say that this is part of a comprehensive thing on data security for us unprivileged citizens.  perhaps 'subjects' would be the better term - 'citizens' somehow does not seem appropriate... that implies a free people, 'subjects' better fits a population who serve at the pleasure of their rulers. one thing for certain:  the government no longer regards the citizens as their bosses anymore, but the other way around...",11,sci.crypt
"if you agree that good works have a role somewhere, you will  generally find yourself in one of two camps:      (1) faith + works --> salvation or (2) faith --> salvation + works  either (1) works are required for salvation, or (2) faith will  inevitably result in good works.   i am also of the opinion that salvation is by faith alone, based on ephesians 2 and romans 3:21-31.  i also conclude that james 2, when  read in context, is teaching bullet (2) above. when james speaks of  justification, i would claim that he is not speaking of god declaring the believing sinner innocent in his sight (paul's use of the word).  instead he is speaking of the sinner's profession of faith being  ""justified"" or ""proven"" by the display of good works. also according  to james 2, the abscence of such works is evidence for a ""dead"" or  ""useless"" faith which fails to save.  james 2 is not a problem for the doctrine of salvation by faith if it is teaching (2).  works would have their place, not as merit toward  salvation, but as evidence of true faith.   regards,  --- dave weaver               | ""he is no fool who gives what he cannot keep to weaver@chdasic.sps.mot.com|  gain what he cannot lose."" - jim elliot (1949)  [there are of course a number of other possibilities.  the reformers believed    salvation --> faith --> works  some of us suspect that the three things are tied up together in such a way that no diagram of this form can do it justice.",15,soc.religion.christian
"boy oh boy, have i got a deal for you !!!!!!!!!  how does this sound.......  	i have decided to sell all of this as a package deal, (unless someone really wants something seperate, then i'm open to that as well).....  	kramer striker 100st electric guitar 		dark metallic blue... 		floyd rose tremlo... 		tuning lockers at the nut... 		great action, all-around great guitar!!  			-plus-  	korg pme40x professional modular effects pedal board 		has flanger, chorus, and graphic equilizer... 		has a unique bonus...you can buy seperate pedal ""boxes"" 			that sort of slide into any of the 4 existing slots.. 		mono input, stereo output... 		perfect for the electric or acoustic guitars!!!  			-plus- 	 	dod american metal distortion pedal 		durable, great sounding pedal... 		goes great with the korg pedal board!!  there you have it!  everything you need for a great sound!!! yours as a package deal for only........$300 o.b.o.!!!!!!!!!!!!!!!!!!  respond by email to  dietrijj@mentor.cc.purdue.edu  or by phone at (317) 495-4426 and ask for jason.  thanks in advance!!!",6,misc.forsale
"i'd like to thank everyone who took the time to respond to my post about  fighting my ticket.  many of you wrote to say that you have successfully fought and won your  case in court.  others lost due to the cop outright lying to the judge  about the circumstances surrounding your ticket, while one fellow lost because the judge just didn't appear to be in the mood for such foolishness.  several of you suggested that i obtain a book called ""fight your ticket"".  the general theme from those who said ""go for it"", was to be prepared.   i should do as much research as possible, go back and review the scene,  transcribe what happened to tape or paper, use any witnesses that may  have been around, have a list of questions to ask the cop and/or the judge, and to be positive and assertive.  i am innocent until proven guilty! <gulp>  a few people suggested trying to get my court date changed, as this might  trip up the arresting officer, he may not show up if the date is on his day off or if he feels/knows that he doesn't have a chance to win against you.  one individual stated that an officer could be an expert witness, and if he says i was speeding, then by damn, i was speeding.  another says that i must have been paced or clocked with a radar gun.  lots of good suggestions and ideas from you all.  i'll let you know what happens after the big day!  /-----------------------------------------------------------------------------\",8,rec.motorcycles
"hi netters! 	i often have troubles with my pc and would like to fix it by myself.  is  	there any book that show you how to fix your own pc (hardware, monitor, 	printer problems..etc).  of course, no book would tell you the exact 	problem with your pc, but at least it will give a general idea what 	might be wrong.  thanks so lot for your help.",3,comp.sys.ibm.pc.hardware
"dbase iv 1.5 for sale, 3.5 inch disks, all registration included (so you can upgrade to 2.0 if you want), manuals still shrinkwrapped, disks only opened to verify they all work.  asking $175 or best offer.",6,misc.forsale
"i don't really mind the length of games either.  if they want to speed the games up in sensible ways, that's fine with me too.  however, what i object to is the assertion by baseball people (whitey herzog, buck rodgers are who i've heard say this) that games are too long because hitters are taking too many pitches, and that the strike zone needs to be expanded.",9,rec.sport.baseball
"forwarded from the mars observer project                         mars observer status report                              april 30, 1993                               11:30 am pdt  dss-65 (madrid 34 meter antenna) did not acquire the expected mars observer spacecraft signal at the scheduled beginning of track yesterday morning (4/29) at approximately 6:00 am.  indications were that the spacecraft had entered a fault protection mode sometime between that time and receipt of normal telemetry at the end of the previous station pass (dss-15 - goldstone 34 meter antenna) at approximately 8:00 pm the evening before.  entry into contingency mode was verified when signal was reacquired and telemetry indicated that the spacecraft was sun coning.  after subsystem engineers reported all systems performing nominally, fault protection telemetry modes were reconfigured and memory readouts of command system audit queue and aacs (attitude and articulation control subsystem) starex performed.  these readouts verified that contingency mode entry occurred shortly after 1:30 am yesterday, 4/29/93.  preliminary indications are that a sun ephemeris check failure triggered fault protection.  however, the flight team will be determining the precise cause over the next few days.  as of last evening, the spacecraft had been commanded back to inertial reference and was stable in that mode.  the flight team is planning to command the spacecraft back to array normal spin state today.",14,sci.space
can someone tell me whether or not any of the following medications  has been linked to rapid/excessive weight gain and/or a distorted  sense of taste or smell:  hismanal; azmacort (a topical steroid to  prevent asthma); vancenase.,13,sci.med
"hi there,  i think it is time to create a ms dos 6.0  faq since lots of questions about it are actually flooding the net.  i won't be able to write it my self because of the lack of time/knowledge/experience.",3,comp.sys.ibm.pc.hardware
hi! 	 is it possible through either pin configuration or through software programming to change the ip numbers on an ethernet card? 	 thanks in advance!  --  =-dave   *tigger!*,3,comp.sys.ibm.pc.hardware
"the blessed virgin mary appeared to catherine laboure, a nun of the sisters of charity on july 18, 1830 at rue du bac, paris.  sister catherine was awakened late that night by a small boy, age 5 or 6, who was literally glowing with some sort of interior light.  the child led her to the sanctuary of the chapel where he promised the virgin mary was to be found awaiting her. our lady appeared to her and instructed her for two hours or more on matters pertaining to her life and to the future of france and the world.  on november 27 our lady appeared again to catherine. she instructed her to have a medal struck. she told her that those who wore this  medal would enjoy special protection from the mother of god and would receive great graces. in less than a year there were three more apparitions. in june of 1831 the medals were a reality. many reports were received by those who wore it. within two years of its issuing the medal was known as the ""miraculous medal"". catherine died in 1876. her body to this day is remarkably preserved (incorrupt). she was canonized on july 27, 1947. her body lies in the chapel at the motherhouse on the rue du bac where she had her first meeting with our lady.  the apparition on november 27 1830 was of average height and clothed in white with a veil that flowed over the head and fell to the floor. above the altar, a pyramid painted to represent god's all knowing wisdom looked down on them. our lady's feet rested on a white globe and there was also a green serpent with yellow spots that she was stepping on. in her hands was a golden ball that represented the world. great streams of light issued from her hands and she also showed  catherine an image of two hearts, the sacred heart wrapped in piercing thorns and her own heart punctured by a sword. the sword represented her suffering with jesus.  the apparitions announced the onset of the great battle and forewarned that a dark era lay in the immediate future. it was the apparition  leading up to the recent ones. our lady began to dispense secrets. and with the globe she revealed herself in worldwide dispute with the forces of the dark. she told catherine ""the times are evil. misfortunes will fall upon france. the throne will be overturned. the entire world will be overcome by evils of all kinds.""  refer to books on st. catherine for more of our lady's messages. a copy of the medal is also available in catholic bookstores.  i will post other marian events every few days or so including the ones happening today which are still under investigation. these postings serve only to introduce you to these events. please look more into them and understand the reason for  the increasing number and urgency of these apparitions.  --",15,soc.religion.christian
"if that's the only reason, i'd be inclined to doubt whether or not what they profess is christianity.  the relationship of faith is based upon trust.  fear and trust are generally incompatible.  if my only motivation is fear, is there room for trust?  if so, there's room for faith.   if fear precludes trust, then there can't be faith.  larry overacker (llo@shell.com) --",15,soc.religion.christian
"ok, so you have proven you saw the right stuff.  however, as i said above, it takes politics and pr to keep the bucks coming. ""no politics, no bucks, no buck rogers.""    yes this may be true in the case of the science data coming from the spacecraft and other stuff about the operations.  however, there is still stuff regarding regular operation that belongs to the company and they have ever legal right to keeping it theirs.  but this does not mean that everything can or should be swept under the umbrella of company proprietory data.    you can do the same here...you just have to wait a year.    safeguard internal company data are indeed supported by us law.",14,sci.space
"however, the word ""pa^ques"" in french _is_ the word for easter.  ask any francophone, whether from quebec or from paris.  besides, haven't you heard of the phrase ""the paschal lamb"" (meaning jesus)?  sorry to nitpick on the more trivial part of this thread....",15,soc.religion.christian
"i just thought i would pass along my experience with aps. i recently ordered  an external quantum 240. the salesperson was friendly and knowledgeable, the  order came when promised, and the invoice was at the price quoted.    installing the drive was simple; i didn't even have to read the manual. the  scsi address is set by a pushbutton arrangement. i daisy-chained the drive  from my syquest (also from aps) and booted up with no problems.    i'm still going through all the shareware that comes on the drive. it's a  pretty good assortment.   the drive/fan is a bit noisier than i would like, but i think it'll be ok.  the speed seems very good, although i haven't run any objective tests. it  also seems to spin up pretty quickly; i can hit the power switch for it, and  almost immediately power the mac without any problems booting from the drive.   some observations: the case is plastic (good quality, though) while my older  syquest case is metal. there is one led, which is normally green, and  flickers red as the drive is accessed.   just a data point,  rich",4,comp.sys.mac.hardware
"about them on  actually, i thought macs were suppoused to be restarted once a day. -- jim smyton  (smytonj@alleg.edu)",4,comp.sys.mac.hardware
where do i find the athena widgets that are needed for xtdm-2.4.8,5,comp.windows.x
"oh, yea, and chris bosio pitched a no-hitter.  one over the minimum, two bases on ball in the first inning, one runner left, 95 pitches.  i listened to the game on radio and listening to dave niehaus call the game was a real treat (as long as they keep ron fairly quite, i doubt if anyone is better than niehaus -- but that fairly guy is really annoying me).  but, i guess if clemens or viola had been pitching, it would have  been a different story :-)  two shutouts in two nights against the hottest, best hitting team in major league baseball ....  pretty impressive in any league.  man, if johnson, bosio and hanson keep going the mariners could be a  really interesting team to follow this year.  also, john cummings (rookie) has had three solid outings with no support.  if fleming comes back  this may be the best starting staff in the american league this year (relief is another story, though - grimace).  too cool.  the first no-hitter that i have been able to follow from  start to end.  and again, i think niehaus will win some kind of award for the way he called the game.  the guy is truly a joy to listen to -- he deserves a pennant race ...",9,rec.sport.baseball
"fellow info-junkies,   i have an extra cci #27 (real time programming/embedded sensors & storage) and an extra cci #32 (voice control of telescope, among other articles). no labels. no torn, cut-up, or missing pages.  would like to trade for cci # 26, or cci # 23, or cci # 19 in same condition (labels ok).  i mail mine you mail yours mutual trust kinda thang ok? you don't actually throw them away, do you?",12,sci.electronics
"although the $1 billion scheme is a fantasy (it's an old canard in the space business called ""trolling for billionaires""), there is a good chance that a much smaller program ($65 million) will pass the 103rd congress. this is the back to the moon bill, put together by the people who passed the launch services purchase act. the bill would incent private companies to develop lunar orbiters, with vendors selected on the basis of competitive bidding. there is an aggregate cap on the bids of $65 million.   having a single rich individual paying billions for lunar missions is probably worse than having the government bankroll a $65 million program, as the delta clipper program has shown (dc-x was funded by sdio at $59 million). we have a clear chance of making a lunar mission happen in this decade - as opposed to simply wishing for our dreams to come true. please support the back to the moon bill.   for more information, please send e-mail with your u.s. postal service address.",14,sci.space
"i need information on microstrip circuit design especially  filter design for the 1-3ghz range. can you recommend any good books, journals, or microstrip circuit design software. . all help appreciated",12,sci.electronics
is there any third party video ram adapter for vewing 24 bit color on lcii? i heard that apple is selling it aroung 160$. please e-mail me. thanks. young youyj@mace.cc.purdue.edu,4,comp.sys.mac.hardware
"i have a line on a ducati 900gts 1978 model with 17k on the clock.  runs very well, paint is the bronze/brown/orange faded out, leaks a bit of oil and pops out of 1st with hard accel.  the shop will fix trans and oil  leak.  they sold the bike to the 1 and only owner.  they want $3495, and i am thinking more like $3k.  any opinions out there?  please email me. thanks.  it would be a nice stable mate to the beemer.  then i'll get a jap bike and call myself axis motors!  --  ----------------------------------------------------------------------- ""tuba"" (irwin)      ""i honk therefore i am""     computrac-richardson,tx irwin@cmptrc.lonestar.org    dod #0826          (r75/6)",8,rec.motorcycles
"please define the words ""shatim"" and ""fasad"" before you use them again.",0,alt.atheism
"has anyone else observed this behaviour and if so, what have you done to cure it?  one workstation in a wfw network goes deaf to any form of communication from other workstations until it goes out on the network itself. from then on other workstatons can interact with it until some time later when it goes deaf  again.",2,comp.os.ms-windows.misc
"well, imho (and i am just a nobody net.user) henry spencer is to sci.* as kibo is to alt.* and rec.*....  ....but i could be wrong...(did anybody mention the illuminati)  kitten --",14,sci.space
"{early pa?} # i recall reading of a phonograph which used mechanical amplification. # compressed air was squirted out of a valve which was controlled by the # pickup.  the result was noisy and distinctly lo-fi, but much louder # than a conventional phonograph.  it tended to wear the disks out # pretty quickly though.  an now-deceased prof told us willing students about a project he had worked on during wwii.  they needed a mega-power pa with very clear audio quality. the purpose was to bellow at refugees from aircraft.  their solution was a giant compressed-air source, and a horn with parallel shutters worked by a small audio system. i think he said it worked very well, thus the war dept. cancelled the project ;_}.",12,sci.electronics
"friends  that was what i got from your phrasing, too.  well, then, were they (the ones   you saw) black?  you don't deny seem to deny it, either.  by  that is the recommended way to practice with a ccw, too.  aim alone is no good   for defense, if you can't get the gun rapidly.   what, outside of prejudice, would have made it obvious?  live it  yes, prejudice is more subtle in the north, isn't it?  said.  more than enough.  i understand you completely.   jim -- jmd@handheld.com",16,talk.politics.guns
"many of you ask me whether i approve of severe human rights violations by arab states becuse i focus on israeli human rights violations.  let's make things clear: my opposition to h.r. violations in arab states is total and without qualification. no arab state is and can claim to be democratic. no arab state claims to be democratic.  i am born in palestine (now israel). i have family there. the lack of peace and utter injustice in my home country has affected me all my life. i am concerned by palestine (israel) because i want peace to come to it. peace and justice.   if anybody has legitimate claims towards arab states, he should present his claims and ask for support. jews who left arab states are fully  entitled to make claims and should do so, if they consider their case has a merit. it is their basic right to return to these countries, if they wish. if not, they should not complain and compare themselves to the palestinians who have been struggling for the right of return since israel was established and whose right is upheld by the united nations quasi totally. if jews feel discriminated in arab countries, they have a legitimate claim that any decent person can and should support.   human rights violations by arab states don't justify, legitimate nor are the cause for israeli breaches of international law and human rioghts. israeli breaches stem from the zionist concept, which can only be implemented by negating basic rights to palestinians.   israeli trights and palestinian rights are not symmetrical. the first party has a state and the other has none. the first is an occupier and the second the occupied. for any meaningful relationship to emerge, some symmetry must be established. as long as israelis and jews don't realise the necessity of a change of perspective towards the palestinian people and as long as israelis and jews don't want to exorcise their own past towards the palestinians (the naqba of 1948, etc.) and refuse to acknowledge that the creation of israel was dependent upon the removal of most palestinian arabs, there will be no base for a real trust.  when i read the first time the list of the 383 arab villages destroyed by the state of israel in and after 1948, i got a shock.  i hope others will be touched by this discovery and think about the meaning of such massive destruction and destitution.",17,talk.politics.mideast
i posted this question about colorizing motif widgets. i got it working fine. there was one bug in my .xdefault file. it should work fine in normal case.  thanks,5,comp.windows.x
"according to cnn last night (saturday 4/24/93) he has now found bullets in two of the corpses, in the head (that would indicate that the bullets were aimed at killing the humans).  cheers, kent",19,talk.religion.misc
"check out #27903, just some 20 posts before your own. maybe you missed it amidst the flurry of responses? yet again, the use of this newsgroup is hampered by people not restricting their posts to matters they have substantial knowledge of.  for cites on msg, look up almost anything by john w. olney, a toxicologist who has studied the effects of msg on the brain and on development.  it is undisputed in the literature that msg is an excitotoxic food additive, and that its major constituent, glutamate is essentially the premierie neurotransmitter in the mammalian brain (humans included).  too much in the diet, and the system gets thrown off.  glutamate and aspartate, also an excitotoxin are necessary in small amounts, and are freely available in many foods, but the amounts added by industry are far above the amounts that would normally be encountered in a ny single food.  by eating lots of junk food, packaged soups, and diet soft drinks, it is possible to jack your blood levels so high, that anyone with a sensitivity to these compounds will suffer numerous *real* physi9logical effects.  read olney's review paper in prog. brain res, 1988, and check *his* sources. they are impecable. there is no dispute.",13,sci.med
those chimes indicate a hardware failure of some type during system startup.,4,comp.sys.mac.hardware
"but that's just the problem. there is no such thing as         ""mime-formatted"". by analogy, mime is a content-labelling         standard for the box, not a specification for the contents         themselves. it provides a standard for ""like-minded""         individuals to exchange mail containing an agreed-upon data         format.          you say tomahto, i say tomaeto; you say postscript, i say         sgml...                  cheers,                 marc  ---  marc thibault        | cis:71441,2226     |  put another log  marc@tanda.isis.org  | nc freenet: aa185  |  on the fire.  -----begin pgp public key block----- version: 2.0",11,sci.crypt
"hi,     can somebody tell me step by step how to add a 40mb ide kalok? hd to an existing 120mb ide maxtor hd with stacker 3.0 and dos 5? i know how to set the jumpers on the 40m to be slave and the settings for heads, wpcom, sectors, etc. i also know that i have to do some cmos settings and fdisk. the problem is: what letter will the cmos give the new drive? if it's d:, what will happen when stacker creates d: and swap? can i tell cmos to make it e:? so that if i stack it, i will have c, d, e and f?     i know this could be an faq or in a readme somewhere, but i want to hear from somebody who've actually done it. thanks! 							     romy",3,comp.sys.ibm.pc.hardware
"hello everyone,  	i was hoping someone could help me out.  i'm writing a program 	for my astronautics class for assent of the shuttle into a low 	orbit.  there are two things i'd like to know, first, how much  	time elapses between launch and the pitch over. second, what is 	the cross-sectional area of the shuttle, srb's, and ext. tank.  	thanks for any information, post or e-mail.",14,sci.space
": i will clarify my earlier quote.  god's laws were originally written for  : the israelites.  jesus changed that fact by now making the law applicable to : all people, not just the jews.  gentiles could be part of the kingdom of : heaven through the saving grace of god.  i never said that the law was made : obsolete by jesus.  just for reference, here's the earlier quote: malcolm lee (mlee@post.royalroads.ca) wrote in reference to leviticus 21:9 and deuteronomy 22:20-25: : these laws written for the israelites, god's chosen people whom god had : expressly set apart from the rest of the world.  the israelites were a : direct witness to god's existence.  to disobey god after knowing that god : is real would be an outright denial of god and therefore immediately : punishable. : remember, these laws were written for a different time and applied only to : god's chosen people.  but jesus has changed all of that.  we are living in : the age of grace.  sin is no longer immediately punishable by death.  there : is repentance and there is salvation through our lord jesus christ.  and : not just for a few chosen people.  salvation is available to everyone, jew : and gentile alike.  these are two conflicting statements.  to say one is a clarification of the other is a breach of logic.  i don't mind people shifting their position on an issue.  it irritates me when it is said under the premise that no change was made.  what about deuteronomy 22:20-25?  is it wrong now?  did jesus change that?  : if anything, he clarified the law such as in that quote you made.  in the : following verses, jesus takes several portions of the law and expounds upon : the law giving clearer meaning to what god intended.  sure he does this.  however, he doesn't address the notion of stoning non-virgin brides, because this needs no clarification.  are you going to deny that deuteronomy 22:20-25 is not patently clear in its intent?  : i think you will agree with me that there are in today's world, a lot of : modern-day pharisees who know the bible from end to end but do not believe : in it.  what good is head knowledge if there is nothing in the heart?  i'll agree that there is a lot of modern day pharisees that know the bible from end to end and don't believe in it.  depending on how they use this knowledge, they can be scary.  they can argue any position they desire, and back it up with selected parts of the bible.  such pharisees include david koresh and adolph hitler.  i will qualify this by saying *i don't know* if they actually believed what they were preaching, but the ends certainly made the means look frightening.  however, just as scary are those that don't know much of the bible, but believe every word.  in fact, this is probably scarier, since there are far more of these people, from what i've seen.  in addition, they are very easy to manipulate by the aforementioned pharisees, since they don't know enough to debate with these people.  : christianity is not just a set of rules; it's a lifestyle that changes one's : perspectives and personal conduct.  and it demands obedience to god's will.  no, it demands obedience to a book.  if god came down and personally told me how i should behave, then i would say that i would be doing god's will by doing it.  however, if preachers, pastors, and evangelists tell me to obey the will of a book written by people who have been dead for close to two millenia (even longer for the ot), even if i follow everything in it with my heart, i could scarcely be honest with myself by saying i'm doing the will of god.  : some people can live by it, but many others cannot or will not.  that is : their choice and i have to respect it because god respects it too.  well, if god respects it so much, how come there is talk in the bible about eternal damnation for non-believers?  i see little respect eminating from the god of the bible.  i see a selfish and spiteful god.  : god be with you,  not yours, thanks ;)  : malcolm lee  :)  rob lanphier lanphi872@snake.cs.uidaho.edu lanph872@uidaho.edu  and for the curious, here is my earlier post:",19,talk.religion.misc
"seems he didn't understand anything about realities, liar, lunatic or the real thing is a very narrow view of the possibilities of jesus message.  sigh, it seems religion makes your mind/brain filter out anything that does not fit into your personal scheme.   so anyone that thinks the possibilities with jesus is bound to the classical lewis notion of 'liar, lunatic or saint' is indeed bound to become a christian.  cheers, kent",0,alt.atheism
"i have a 3 month old that seems to have acquired the jitters of late.  the 14"" apple color monitor that i'm using with an lciii sort of jiggles to the left and right all the time now. i have attempted to relocate the monitor to make sure the problem isn't interference from something else, but the  problem seems to remain no matter what i do.  has anybody encountered this problem?  thanks,",4,comp.sys.mac.hardware
"and thus, cointelpro, in which horrible people who threatened the republic by disagreeing with the government were systematically kept track of for years...  -- perry metzger		pmetzger@shearson.com",11,sci.crypt
"i'm interested in getting an external hard drive for my se/30.  i've got an internal 40mb that's pretty full, even with compression s/w.   alot of people talk about $/mb, what's a good ratio?  i'm thinking of adding either an 80 or a 100 (or 105).  what brands would people suggest?  finally, places to buy from?  are more popular mail-order places better to order from or the places that just sell hard drives (e.g. ones that advertise in the back of macworld and macuser).  thanks in advance.  if e-mail replies are sent, i'll compile them and post them.  -- drew",4,comp.sys.mac.hardware
"in trying to use the equation editor in word for windows 2.0 i get a couple of error messages along the lines of:   similar for the font fences.  i know i have these fonts on my system but are unable to use them. i have tried both of these solutions to no avail.  if anyone has had similar problems and has found a way to fix this, could  they let me know. it is urgently required !!  thanks ,        ****     jason cleeve       (j.cleeve@ieee.org)       q         ****      ***   `    comp. sci. (hons) & elect. eng.             /t\       '   ***   ****         la trobe university. australia              / \            **** *********      email: cleeve@lucifer.latrobe.edu.au      ------\      **********",2,comp.os.ms-windows.misc
"even if rodney king had come out of that car waving a gun and they  managed to disarm him, the police still had no right right to beat him senseless the way they did once he was on the ground.  if they  can't handle their jobs, they should be relieved of them.  additionally, anna quindlan of the new york times said it best (paraphrase): many people bring up what happened before what is shown on the tape.  here's what came before:  the 80's, ronald reagan, george bush, racism,...",18,talk.politics.misc
a while back someone had several equations which could be used for changing 3 f iltered grey scale images into one true color image.  this is possible because it's the same theory used by most color scanners.  i am not looking for the obv ious solution which is to buy a color scanner but what i do need is those equat ions becasue i am starting to write software which will automate the conversion  process.  i would really appreciate it if someone would repost the 3 equations /3 unknowns.   thanks for the help!!!,1,comp.graphics
something to bear in mind is what the v in vlb stands for!  v for video - the origional intention of the bus was to speed up the bus so that large memory to memory transfers would be faster. this is espically useful in transfering data from main memory to video memory.  since there are usually 3 vlb slots card makers have been making  cards to fit in the other two.   how about an vlb ethernet card? move the data into the card at 130 odd mb/s and then wait for it to tickle onto the net at just over 1mb/s.  [ do do however free the local bus for other cards ]  some times you need fast busses and sometimes you don't!   guy,3,comp.sys.ibm.pc.hardware
is this not the same movie that sold at mcdonald's for $7.99??  (new)?,6,misc.forsale
"there will always be a zillion lawyers who, if they get paid well enough, will sue your brains out. gosh! can't anyone send them off to another planet?!  well maybe, it would be better to just send apple, microsoft and a few others (that way we would get rid of some terrible products as well :)  --",5,comp.windows.x
"as i've said before, there's no reliable way to find out the size of the window manager decoration.  if your window has been reparented, you can't assume that the window you're parented to is the window that holds all of the window manager decoration.  there may be several layers of windows.  doing multiple xquerytree's until you get to the root will work in most cases, but there's no guarantee that the outside decoration window is parented to the root window of the display (tvtwm).",5,comp.windows.x
